월소득,초기자금,가족수,주용도,연료선호,운전경력,거주지역,추천차종
299,1517,3,레저,하이브리드,1~3년,도심,쏘나타_하이브리드
442,922,5,출퇴근,가솔린,3년이상,지방,쏘나타_가솔린
719,856,6,가족용,전기,3년이상,도심,아이오닉6_전기
131,3848,1,레저,디젤,3년이상,지방,셀토스_가솔린
512,3858,3,출퇴근,전기,1~3년,지방,G80_전기
411,4181,2,출퇴근,전기,3년이상,지방,아반떼_가솔린
339,2485,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
695,3681,5,가족용,가솔린,3년이상,지방,GV80_가솔린
133,3129,4,레저,전기,3년이상,지방,셀토스_가솔린
211,4961,1,업무,가솔린,1년미만,지방,아반떼_가솔린
308,1351,2,업무,전기,3년이상,도심,아반떼_가솔린
613,3017,6,가족용,전기,3년이상,지방,G80_전기
130,2899,4,레저,상관없음,1~3년,지방,셀토스_가솔린
441,2966,4,업무,가솔린,1년미만,지방,아반떼_가솔린
236,840,6,업무,상관없음,1년미만,도심,아반떼_가솔린
211,3811,5,업무,하이브리드,3년이상,지방,K8_하이브리드
465,4832,5,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
281,3024,6,업무,가솔린,3년이상,지방,K8_가솔린
292,485,6,출퇴근,하이브리드,1~3년,지방,아반떼_하이브리드
599,2905,5,업무,전기,3년이상,지방,G80_전기
432,3131,4,업무,상관없음,3년이상,도심,쏘나타_가솔린
468,4872,5,업무,전기,1~3년,지방,G80_전기
482,1546,2,업무,상관없음,1~3년,지방,아반떼_가솔린
351,1380,6,가족용,전기,1~3년,도심,EV6_전기
348,1394,3,레저,가솔린,3년이상,지방,스포티지_가솔린
417,3157,6,출퇴근,상관없음,1~3년,지방,그랜저_가솔린
399,5082,1,레저,상관없음,1년미만,지방,코나_가솔린
414,3047,5,레저,상관없음,3년이상,도심,팰리세이드_가솔린
416,2677,5,업무,하이브리드,1년미만,도심,아반떼_하이브리드
263,2326,5,가족용,전기,1~3년,도심,EV6_전기
609,3964,6,가족용,하이브리드,1년미만,도심,산타페_하이브리드
234,4964,2,가족용,전기,1년미만,도심,코나_전기
391,3027,6,가족용,전기,3년이상,도심,아이오닉6_전기
241,1693,5,출퇴근,가솔린,3년이상,지방,K5_가솔린
134,4032,4,레저,가솔린,1년미만,지방,셀토스_가솔린
395,5112,3,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
494,2523,4,출퇴근,디젤,1~3년,지방,스포티지_디젤
449,2536,2,업무,전기,3년이상,도심,코나_전기
197,2084,4,업무,하이브리드,1년미만,도심,아반떼_하이브리드
689,1868,4,업무,가솔린,1~3년,지방,쏘나타_가솔린
235,2563,6,가족용,가솔린,1년미만,지방,스포티지_가솔린
618,4957,6,업무,전기,3년이상,지방,G80_전기
497,4200,5,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
794,4007,6,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
467,3038,4,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
236,1879,5,레저,하이브리드,3년이상,도심,아반떼_하이브리드
590,1093,4,레저,가솔린,3년이상,지방,산타페_가솔린
282,1915,2,가족용,상관없음,1~3년,지방,스포티지_가솔린
283,1182,6,출퇴근,가솔린,3년이상,도심,K5_가솔린
598,2435,5,레저,전기,1~3년,지방,G80_전기
316,2981,1,레저,전기,1년미만,지방,코나_전기
151,4187,4,출퇴근,상관없음,1~3년,도심,쏘나타_하이브리드
463,1951,5,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
509,4163,3,업무,하이브리드,1~3년,지방,쏘나타_하이브리드
283,682,3,출퇴근,가솔린,3년이상,지방,아반떼_가솔린
458,557,4,출퇴근,가솔린,3년이상,지방,쏘나타_가솔린
311,2694,5,업무,상관없음,3년이상,지방,K8_가솔린
434,2383,5,레저,상관없음,1~3년,지방,팰리세이드_가솔린
458,3199,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
434,1141,6,업무,상관없음,1~3년,도심,K8_가솔린
183,2418,3,업무,전기,1~3년,지방,K5_가솔린
457,1481,2,레저,전기,1~3년,지방,코나_전기
707,1145,6,업무,가솔린,3년이상,도심,그랜저_가솔린
354,872,6,출퇴근,상관없음,1~3년,도심,쏘나타_하이브리드
738,3159,4,가족용,가솔린,3년이상,지방,GV80_가솔린
330,2038,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
133,3902,4,레저,가솔린,1년미만,지방,셀토스_가솔린
157,4905,2,레저,가솔린,3년이상,도심,코나_가솔린
408,1434,5,업무,상관없음,1~3년,지방,K8_가솔린
187,1478,3,가족용,디젤,1년미만,지방,아반떼_가솔린
403,375,6,업무,전기,3년이상,지방,EV6_전기
220,2488,5,레저,하이브리드,1년미만,지방,아반떼_하이브리드
713,3821,5,출퇴근,상관없음,3년이상,도심,G80_전기
439,1472,1,업무,상관없음,3년이상,도심,코나_전기
307,1439,1,업무,하이브리드,3년이상,도심,아반떼_하이브리드
819,2476,6,레저,하이브리드,1~3년,도심,팰리세이드_하이브리드
708,334,6,가족용,하이브리드,1~3년,도심,산타페_하이브리드
368,918,5,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
595,4051,1,레저,전기,1년미만,도심,코나_전기
394,1632,6,업무,전기,3년이상,지방,K8_가솔린
253,1048,2,레저,상관없음,1년미만,지방,셀토스_가솔린
780,2800,6,업무,전기,1년미만,도심,코나_전기
690,1365,3,출퇴근,전기,1~3년,지방,G80_전기
464,568,4,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
498,570,1,레저,가솔린,1~3년,도심,코나_가솔린
263,1536,4,레저,디젤,1~3년,도심,코나_가솔린
387,577,6,레저,하이브리드,1년미만,지방,스포티지_하이브리드
483,911,2,출퇴근,하이브리드,3년이상,도심,아반떼_하이브리드
395,596,6,가족용,전기,3년이상,지방,스포티지_가솔린
520,560,5,가족용,전기,3년이상,도심,아이오닉6_전기
700,5127,6,레저,상관없음,1~3년,도심,팰리세이드_가솔린
163,4869,5,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
377,2348,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
130,2552,1,레저,가솔린,3년이상,지방,셀토스_가솔린
444,1051,5,출퇴근,가솔린,1~3년,지방,K8_가솔린
447,5128,5,레저,전기,3년이상,지방,G80_전기
166,3865,6,업무,하이브리드,1~3년,지방,쏘나타_하이브리드
290,3852,1,출퇴근,디젤,3년이상,도심,스포티지_디젤
709,2952,3,출퇴근,가솔린,1~3년,도심,쏘나타_가솔린
300,1942,4,업무,가솔린,1~3년,지방,쏘나타_가솔린
674,3205,2,출퇴근,가솔린,3년이상,지방,G80_가솔린
347,4997,6,출퇴근,상관없음,1~3년,도심,그랜저_가솔린
209,2898,4,출퇴근,하이브리드,3년이상,도심,쏘나타_하이브리드
134,2844,4,레저,전기,1~3년,도심,셀토스_가솔린
412,1649,6,가족용,전기,3년이상,도심,아이오닉6_전기
382,2552,6,레저,가솔린,1년미만,지방,코나_가솔린
405,599,6,가족용,전기,3년이상,지방,스포티지_가솔린
442,2945,5,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
302,1836,4,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
515,4914,1,출퇴근,하이브리드,1~3년,지방,아반떼_하이브리드
797,1560,5,업무,하이브리드,3년이상,도심,그랜저_하이브리드
302,1931,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
449,2353,5,출퇴근,하이브리드,1~3년,지방,그랜저_하이브리드
308,4920,3,출퇴근,전기,3년이상,지방,쏘나타_하이브리드
351,2555,6,업무,가솔린,3년이상,지방,그랜저_가솔린
453,1955,4,업무,상관없음,3년이상,도심,쏘나타_가솔린
159,5055,5,출퇴근,상관없음,1~3년,도심,쏘나타_하이브리드
370,2941,3,가족용,하이브리드,1년미만,도심,산타페_하이브리드
680,3857,6,업무,하이브리드,3년이상,지방,그랜저_하이브리드
262,2008,1,가족용,상관없음,3년이상,도심,스포티지_가솔린
586,4089,5,출퇴근,전기,1년미만,도심,G80_전기
518,5046,2,레저,디젤,3년이상,도심,스포티지_디젤
187,4172,3,레저,가솔린,1~3년,도심,산타페_가솔린
203,2342,3,레저,가솔린,1~3년,지방,코나_가솔린
151,3939,5,출퇴근,전기,3년이상,도심,EV6_전기
450,997,5,출퇴근,가솔린,1~3년,도심,K8_가솔린
396,3861,1,레저,하이브리드,3년이상,도심,산타페_하이브리드
312,915,3,업무,전기,1~3년,지방,K5_가솔린
591,1469,5,업무,디젤,1년미만,지방,스포티지_디젤
612,1314,5,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
155,3810,5,출퇴근,전기,1~3년,도심,EV6_전기
252,2383,4,레저,가솔린,1~3년,지방,스포티지_가솔린
200,4926,5,가족용,전기,3년이상,도심,아이오닉6_전기
185,4176,6,출퇴근,전기,1~3년,도심,아이오닉6_전기
357,5040,5,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
817,2169,1,업무,하이브리드,3년이상,지방,아반떼_하이브리드
817,5146,6,레저,가솔린,3년이상,지방,팰리세이드_가솔린
308,2626,5,업무,상관없음,1~3년,지방,K8_하이브리드
604,4111,6,레저,전기,1~3년,지방,G80_전기
781,2899,6,출퇴근,하이브리드,1~3년,도심,그랜저_하이브리드
334,1089,6,가족용,전기,1~3년,지방,스포티지_가솔린
290,1683,5,가족용,전기,1년미만,도심,스포티지_가솔린
320,1935,6,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
702,3164,6,가족용,상관없음,1~3년,도심,G80_전기
298,1038,3,출퇴근,전기,1~3년,도심,K5_가솔린
517,2818,1,가족용,전기,1~3년,지방,코나_전기
490,2886,2,업무,하이브리드,3년이상,도심,아반떼_하이브리드
672,3175,3,업무,가솔린,3년이상,도심,G80_가솔린
500,1503,3,가족용,디젤,3년이상,도심,스포티지_디젤
791,4619,6,가족용,가솔린,3년이상,도심,GV80_가솔린
232,2942,3,레저,하이브리드,3년이상,도심,스포티지_하이브리드
193,2391,3,출퇴근,하이브리드,3년이상,지방,아반떼_하이브리드
343,1595,2,업무,가솔린,1년미만,지방,아반떼_가솔린
412,948,6,가족용,상관없음,1년미만,지방,산타페_가솔린
511,1816,5,가족용,하이브리드,3년이상,지방,팰리세이드_하이브리드
214,3835,5,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
792,951,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
808,4848,5,업무,가솔린,3년이상,지방,그랜저_가솔린
253,3801,6,출퇴근,하이브리드,3년이상,지방,K8_하이브리드
671,3927,1,출퇴근,가솔린,3년이상,도심,G80_가솔린
466,3078,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
335,2109,4,가족용,하이브리드,1~3년,도심,K5_하이브리드
307,3150,6,가족용,전기,1~3년,도심,아이오닉6_전기
363,890,3,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
399,4113,2,업무,하이브리드,1년미만,지방,아반떼_하이브리드
509,2828,4,레저,전기,1년미만,지방,코나_전기
367,2157,4,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
750,4089,4,가족용,가솔린,3년이상,지방,GV80_가솔린
295,2073,3,레저,하이브리드,1~3년,지방,스포티지_하이브리드
388,2833,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
284,3109,5,업무,전기,1년미만,지방,코나_전기
434,930,1,가족용,하이브리드,3년이상,지방,산타페_하이브리드
150,2879,6,출퇴근,전기,3년이상,지방,K5_가솔린
466,1372,6,출퇴근,상관없음,1~3년,도심,그랜저_가솔린
389,2027,4,업무,하이브리드,3년이상,지방,쏘나타_하이브리드
618,3908,5,레저,전기,1~3년,지방,G80_전기
714,1501,4,가족용,디젤,1년미만,도심,스포티지_디젤
600,2372,6,가족용,상관없음,1년미만,도심,코나_전기
248,1680,4,업무,전기,1~3년,지방,K5_가솔린
342,3164,5,가족용,하이브리드,1~3년,도심,산타페_하이브리드
219,2093,3,출퇴근,상관없음,3년이상,지방,K5_가솔린
607,2364,4,업무,상관없음,1~3년,도심,G80_전기
364,2436,5,업무,하이브리드,3년이상,지방,K8_하이브리드
415,2145,6,레저,가솔린,3년이상,지방,팰리세이드_가솔린
311,1519,5,레저,하이브리드,1년미만,도심,스포티지_하이브리드
288,2178,2,가족용,가솔린,3년이상,지방,스포티지_가솔린
615,3894,4,가족용,가솔린,3년이상,지방,GV80_가솔린
434,5014,5,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
808,4884,5,업무,가솔린,1~3년,지방,그랜저_가솔린
240,2595,3,가족용,가솔린,1년미만,지방,스포티지_가솔린
443,2654,5,가족용,전기,3년이상,도심,아이오닉6_전기
792,2656,4,출퇴근,전기,1~3년,도심,G80_전기
207,2908,6,가족용,상관없음,1~3년,지방,스포티지_가솔린
434,423,5,가족용,하이브리드,1년미만,지방,스포티지_하이브리드
302,985,4,업무,상관없음,1~3년,지방,K5_가솔린
400,2381,6,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
387,4098,3,출퇴근,상관없음,1~3년,지방,쏘나타_하이브리드
249,1520,2,레저,전기,1년미만,도심,코나_가솔린
350,1923,4,레저,하이브리드,1년미만,도심,산타페_하이브리드
188,2924,4,출퇴근,가솔린,1~3년,지방,쏘나타_가솔린
811,3105,4,업무,상관없음,1년미만,지방,아반떼_가솔린
230,1198,4,레저,하이브리드,3년이상,지방,아반떼_하이브리드
482,564,6,출퇴근,가솔린,1~3년,지방,K8_가솔린
357,3145,3,출퇴근,상관없음,1~3년,도심,쏘나타_하이브리드
457,981,6,출퇴근,하이브리드,1~3년,도심,K8_하이브리드
233,1853,5,업무,상관없음,3년이상,도심,K5_가솔린
345,5073,6,업무,하이브리드,1~3년,도심,그랜저_하이브리드
348,5171,6,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
160,2996,2,레저,가솔린,3년이상,지방,코나_가솔린
257,2654,3,업무,상관없음,1~3년,지방,쏘나타_가솔린
492,517,5,출퇴근,가솔린,1~3년,도심,K8_가솔린
152,2883,6,업무,상관없음,3년이상,도심,K5_가솔린
462,5162,5,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
486,5075,6,가족용,가솔린,3년이상,도심,팰리세이드_가솔린
516,1347,6,업무,가솔린,1~3년,지방,그랜저_가솔린
130,2586,3,레저,디젤,1~3년,지방,셀토스_가솔린
295,1096,4,출퇴근,상관없음,1~3년,도심,K5_가솔린
491,3915,6,레저,가솔린,3년이상,도심,팰리세이드_가솔린
812,336,5,업무,전기,1~3년,도심,G80_전기
160,2802,6,가족용,가솔린,3년이상,지방,K5_가솔린
363,5129,6,레저,상관없음,3년이상,도심,팰리세이드_가솔린
210,2842,5,가족용,전기,1~3년,도심,EV6_전기
364,603,5,가족용,상관없음,1년미만,지방,스포티지_가솔린
287,676,2,업무,상관없음,1~3년,도심,아반떼_가솔린
314,4155,3,가족용,상관없음,1~3년,도심,산타페_가솔린
181,2410,2,업무,가솔린,1~3년,도심,아반떼_가솔린
584,1301,4,업무,상관없음,1~3년,지방,쏘나타_가솔린
613,4120,5,업무,전기,1~3년,도심,G80_전기
688,5041,6,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
266,1504,3,가족용,상관없음,3년이상,도심,K5_가솔린
313,4158,3,업무,가솔린,3년이상,도심,쏘나타_가솔린
696,622,4,레저,상관없음,1년미만,지방,코나_가솔린
313,1906,6,가족용,전기,1~3년,도심,EV6_전기
230,2921,5,가족용,가솔린,1년미만,지방,산타페_가솔린
341,806,6,레저,가솔린,1년미만,지방,코나_가솔린
784,1573,6,레저,하이브리드,1~3년,지방,팰리세이드_하이브리드
303,3165,3,가족용,하이브리드,3년이상,지방,산타페_하이브리드
344,2662,3,출퇴근,하이브리드,1년미만,도심,아반떼_하이브리드
494,431,6,업무,상관없음,3년이상,도심,K8_가솔린
512,2655,6,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
261,1584,2,업무,전기,1년미만,도심,아반떼_가솔린
581,2871,5,레저,전기,3년이상,도심,G80_전기
410,2697,3,레저,가솔린,3년이상,도심,산타페_가솔린
290,2341,4,출퇴근,전기,1~3년,지방,쏘나타_하이브리드
661,4956,1,업무,가솔린,3년이상,지방,G80_가솔린
308,3105,5,업무,하이브리드,3년이상,지방,K8_하이브리드
353,2248,3,가족용,하이브리드,1~3년,도심,K5_하이브리드
482,512,5,출퇴근,상관없음,3년이상,도심,K8_하이브리드
312,2576,6,출퇴근,하이브리드,3년이상,도심,K8_하이브리드
169,2923,5,업무,하이브리드,3년이상,도심,쏘나타_하이브리드
320,454,4,출퇴근,상관없음,1~3년,도심,아반떼_가솔린
253,1138,2,업무,전기,3년이상,도심,아반떼_가솔린
399,4078,4,가족용,가솔린,3년이상,도심,산타페_가솔린
307,2476,6,레저,상관없음,1년미만,지방,코나_가솔린
130,3135,2,레저,전기,1년미만,지방,셀토스_가솔린
352,635,3,가족용,가솔린,1~3년,지방,쏘나타_가솔린
587,3872,6,출퇴근,가솔린,3년이상,지방,그랜저_가솔린
235,1806,4,출퇴근,디젤,3년이상,지방,K5_가솔린
138,3981,6,출퇴근,전기,1~3년,도심,EV6_전기
260,1503,4,출퇴근,가솔린,1~3년,도심,K5_가솔린
596,694,3,가족용,전기,1~3년,지방,산타페_가솔린
217,3899,5,가족용,전기,1~3년,도심,아이오닉6_전기
254,5172,5,레저,하이브리드,1~3년,도심,팰리세이드_하이브리드
296,1071,6,출퇴근,상관없음,1~3년,지방,K5_가솔린
655,3007,3,업무,가솔린,3년이상,도심,G80_가솔린
593,2849,6,레저,상관없음,1~3년,도심,팰리세이드_가솔린
603,4040,4,출퇴근,가솔린,3년이상,지방,그랜저_가솔린
436,313,6,출퇴근,전기,3년이상,도심,EV6_전기
812,1099,6,업무,하이브리드,1~3년,지방,그랜저_하이브리드
446,3115,4,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
317,1677,4,가족용,하이브리드,3년이상,도심,K5_하이브리드
402,1469,5,업무,상관없음,1~3년,지방,K8_하이브리드
796,2127,6,업무,하이브리드,1~3년,지방,그랜저_하이브리드
508,4043,3,업무,가솔린,1~3년,지방,쏘나타_가솔린
342,2194,5,가족용,전기,3년이상,도심,아이오닉6_전기
345,2174,5,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
580,1814,5,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
396,4126,3,출퇴근,하이브리드,1~3년,도심,쏘나타_하이브리드
787,679,3,레저,하이브리드,1년미만,도심,산타페_하이브리드
404,1036,5,업무,상관없음,3년이상,도심,쏘나타_가솔린
470,1678,4,가족용,전기,1년미만,도심,코나_전기
775,4166,3,업무,가솔린,3년이상,도심,G80_가솔린
480,3184,5,가족용,전기,1~3년,도심,아이오닉6_전기
390,554,6,출퇴근,전기,1~3년,도심,EV6_전기
132,4855,2,레저,상관없음,3년이상,지방,셀토스_가솔린
380,2195,4,가족용,하이브리드,3년이상,도심,K5_하이브리드
263,1475,5,업무,상관없음,1~3년,도심,K5_가솔린
289,3809,5,레저,가솔린,1년미만,지방,코나_가솔린
398,672,6,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
682,2480,6,업무,하이브리드,1~3년,지방,그랜저_하이브리드
243,2859,3,레저,하이브리드,3년이상,지방,스포티지_하이브리드
350,1423,2,레저,하이브리드,3년이상,도심,스포티지_하이브리드
296,1132,3,출퇴근,가솔린,3년이상,도심,K5_가솔린
620,1063,2,레저,가솔린,3년이상,도심,코나_가솔린
195,1936,5,출퇴근,하이브리드,3년이상,지방,아반떼_하이브리드
355,3803,6,업무,하이브리드,3년이상,도심,그랜저_하이브리드
198,2834,4,업무,전기,1~3년,도심,EV6_전기
167,5152,5,레저,전기,1년미만,도심,코나_전기
603,1978,5,출퇴근,하이브리드,3년이상,지방,그랜저_하이브리드
603,2355,5,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
409,1644,6,가족용,상관없음,3년이상,도심,산타페_가솔린
705,3978,6,레저,상관없음,1~3년,도심,팰리세이드_가솔린
182,2633,2,업무,상관없음,3년이상,도심,아반떼_가솔린
814,4049,6,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
454,3151,4,출퇴근,가솔린,3년이상,도심,그랜저_가솔린
462,3898,3,레저,하이브리드,3년이상,지방,산타페_하이브리드
355,1599,4,가족용,하이브리드,3년이상,도심,K5_하이브리드
806,871,1,출퇴근,전기,1~3년,도심,코나_전기
458,3852,1,출퇴근,전기,3년이상,도심,코나_전기
382,3851,6,가족용,하이브리드,3년이상,도심,팰리세이드_하이브리드
395,822,6,가족용,하이브리드,1년미만,도심,스포티지_하이브리드
365,1348,1,업무,전기,1년미만,도심,코나_전기
808,1380,6,가족용,가솔린,3년이상,지방,팰리세이드_가솔린
307,1649,4,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
281,2373,6,출퇴근,전기,1~3년,도심,EV6_전기
262,2003,5,레저,가솔린,3년이상,도심,스포티지_가솔린
382,1818,5,출퇴근,상관없음,3년이상,지방,K8_하이브리드
797,391,3,출퇴근,하이브리드,3년이상,도심,쏘나타_하이브리드
713,3143,6,출퇴근,전기,1~3년,지방,G80_전기
264,4923,2,가족용,하이브리드,1~3년,도심,산타페_하이브리드
182,4825,2,업무,디젤,1~3년,도심,스포티지_디젤
696,4860,6,가족용,상관없음,1~3년,지방,산타페_가솔린
243,2662,5,가족용,전기,3년이상,도심,EV6_전기
134,3147,1,레저,가솔린,1년미만,도심,셀토스_가솔린
781,2840,6,업무,하이브리드,3년이상,지방,그랜저_하이브리드
433,941,5,가족용,가솔린,1~3년,도심,산타페_가솔린
814,1014,4,출퇴근,전기,1~3년,지방,G80_전기
389,1668,3,출퇴근,하이브리드,1~3년,도심,K5_하이브리드
719,389,2,가족용,전기,3년이상,지방,코나_전기
361,1332,2,업무,전기,1~3년,지방,코나_전기
354,351,3,업무,전기,3년이상,지방,K5_가솔린
791,1627,6,업무,디젤,1년미만,도심,스포티지_디젤
252,2351,6,가족용,전기,3년이상,도심,EV6_전기
615,3899,6,출퇴근,하이브리드,1~3년,도심,그랜저_하이브리드
496,2885,5,출퇴근,하이브리드,1~3년,도심,그랜저_하이브리드
302,1633,2,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
258,4087,4,업무,상관없음,1~3년,도심,쏘나타_가솔린
782,4951,6,출퇴근,전기,1~3년,도심,G80_전기
815,4062,6,출퇴근,상관없음,1~3년,도심,G80_전기
460,5133,2,가족용,전기,1~3년,도심,코나_전기
342,663,6,출퇴근,상관없음,3년이상,도심,쏘나타_가솔린
481,4853,3,업무,상관없음,1~3년,지방,쏘나타_가솔린
416,4033,5,출퇴근,상관없음,3년이상,지방,그랜저_가솔린
181,2426,6,가족용,가솔린,3년이상,지방,K5_가솔린
439,4837,3,레저,가솔린,1년미만,도심,코나_가솔린
802,1312,3,업무,전기,3년이상,지방,G80_전기
466,1399,4,가족용,전기,3년이상,지방,산타페_가솔린
494,4143,5,레저,하이브리드,3년이상,도심,팰리세이드_하이브리드
449,2365,2,출퇴근,상관없음,1~3년,도심,아반떼_가솔린
397,814,6,출퇴근,전기,1~3년,도심,EV6_전기
432,2899,5,가족용,전기,1~3년,도심,아이오닉6_전기
431,1693,5,가족용,전기,3년이상,도심,아이오닉6_전기
303,2808,5,업무,상관없음,3년이상,도심,K8_가솔린
708,841,5,업무,하이브리드,1~3년,도심,그랜저_하이브리드
409,1345,3,업무,하이브리드,1~3년,도심,쏘나타_하이브리드
148,2600,5,업무,하이브리드,1~3년,지방,아반떼_하이브리드
254,2036,5,가족용,상관없음,3년이상,지방,스포티지_가솔린
420,985,3,가족용,하이브리드,1년미만,지방,산타페_하이브리드
153,4049,5,가족용,전기,3년이상,도심,EV6_전기
252,2994,6,출퇴근,상관없음,3년이상,지방,쏘나타_하이브리드
405,2530,2,레저,상관없음,3년이상,도심,코나_전기
285,5059,1,업무,상관없음,1년미만,도심,코나_전기
458,3973,2,업무,디젤,1~3년,지방,스포티지_디젤
500,1669,3,출퇴근,가솔린,1~3년,지방,쏘나타_가솔린
507,5155,6,업무,전기,1~3년,도심,G80_전기
581,1410,3,출퇴근,하이브리드,1년미만,지방,아반떼_하이브리드
282,1862,6,가족용,전기,1~3년,도심,EV6_전기
332,2445,6,업무,전기,3년이상,지방,K8_가솔린
434,4197,6,가족용,전기,1~3년,도심,아이오닉6_전기
237,2886,4,레저,하이브리드,1년미만,도심,스포티지_하이브리드
284,1524,5,업무,전기,1~3년,도심,쏘나타_가솔린
715,508,5,출퇴근,상관없음,1~3년,도심,그랜저_가솔린
286,1431,2,레저,상관없음,1년미만,도심,코나_가솔린
698,1333,4,가족용,하이브리드,3년이상,도심,산타페_하이브리드
440,894,5,가족용,전기,1~3년,도심,아이오닉6_전기
685,1103,3,가족용,가솔린,3년이상,지방,산타페_가솔린
352,2547,5,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
514,3887,6,출퇴근,가솔린,1~3년,도심,그랜저_가솔린
339,2304,6,업무,전기,3년이상,지방,K8_가솔린
461,4909,4,출퇴근,하이브리드,1~3년,도심,쏘나타_하이브리드
482,1004,6,업무,하이브리드,1~3년,도심,K8_하이브리드
145,5024,5,레저,전기,1~3년,지방,코나_전기
413,3110,5,레저,가솔린,3년이상,도심,팰리세이드_가솔린
698,2853,3,업무,전기,1~3년,도심,G80_전기
819,1955,6,출퇴근,하이브리드,3년이상,도심,그랜저_하이브리드
600,4387,6,가족용,가솔린,3년이상,도심,GV80_가솔린
798,3159,1,출퇴근,하이브리드,1~3년,도심,아반떼_하이브리드
720,3212,4,레저,가솔린,3년이상,도심,GV80_가솔린
308,1430,3,가족용,상관없음,1~3년,도심,스포티지_가솔린
456,2980,5,업무,상관없음,1~3년,도심,그랜저_가솔린
667,3553,6,레저,가솔린,3년이상,지방,GV80_가솔린
320,5063,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
314,2386,4,업무,상관없음,3년이상,도심,쏘나타_가솔린
361,3037,6,출퇴근,전기,1년미만,도심,코나_전기
304,2698,6,업무,가솔린,1~3년,지방,K8_가솔린
389,3890,6,출퇴근,상관없음,3년이상,도심,그랜저_가솔린
262,4014,5,레저,상관없음,1~3년,지방,팰리세이드_가솔린
484,2928,2,업무,상관없음,3년이상,도심,코나_전기
388,654,5,출퇴근,전기,1년미만,도심,코나_전기
408,483,1,업무,하이브리드,1년미만,지방,아반떼_하이브리드
349,2973,5,출퇴근,전기,3년이상,도심,아이오닉6_전기
231,2434,2,업무,하이브리드,1~3년,지방,아반떼_하이브리드
331,633,6,업무,가솔린,1~3년,지방,K5_가솔린
355,1961,4,가족용,하이브리드,3년이상,도심,산타페_하이브리드
347,1147,5,레저,상관없음,1~3년,지방,스포티지_가솔린
400,1907,6,출퇴근,하이브리드,1~3년,지방,K8_하이브리드
413,4004,6,업무,가솔린,1~3년,지방,그랜저_가솔린
133,2537,5,레저,전기,1년미만,지방,셀토스_가솔린
347,2553,2,레저,하이브리드,1년미만,도심,아반떼_하이브리드
801,950,4,레저,디젤,1년미만,지방,스포티지_디젤
362,537,5,업무,가솔린,1~3년,도심,쏘나타_가솔린
344,860,1,가족용,가솔린,3년이상,도심,스포티지_가솔린
397,2110,2,업무,디젤,3년이상,도심,스포티지_디젤
401,1545,5,업무,상관없음,3년이상,도심,K8_가솔린
394,5143,3,가족용,하이브리드,3년이상,도심,산타페_하이브리드
418,4056,3,업무,상관없음,1~3년,지방,쏘나타_가솔린
203,3031,4,가족용,하이브리드,3년이상,도심,스포티지_하이브리드
394,1416,4,업무,가솔린,3년이상,지방,쏘나타_가솔린
396,607,5,가족용,하이브리드,1년미만,지방,스포티지_하이브리드
716,4199,6,가족용,상관없음,3년이상,지방,팰리세이드_가솔린
254,4807,5,레저,상관없음,1~3년,도심,팰리세이드_가솔린
